date,name,category,value
1971-08-01,translation,some,2
1971-08-01,"Welsh language",some,4
1971-08-01,"Wagner, Richard",some,1
1971-08-01,"small press publications",some,1
1971-08-01,"Roberts, Kate",some,1
1971-08-01,eisteddfodau,some,1
1971-08-01,"Griffiths, Ivander",some,1
1971-08-01,"radio, commercial",some,1
1971-08-01,press,some,1
1971-08-01,"Welsh London",some,1
1971-08-01,economy,some,1
1971-08-01,coal,some,2
1971-08-01,industry,some,3
1971-08-01,collieries,some,1
1971-08-01,"Adams, Norman",some,1
1971-08-01,"Forestry Commission",some,2
1971-08-01,forestry,some,2
1971-08-01,crime-writing,some,1
1971-08-01,"detective stories",some,1
1971-08-01,thrillers,some,1
1971-08-01,"Regional Employment Premium",some,1
1971-08-01,"Cymdeithas yr Iaith",some,1
1971-08-01,"road signs",some,1
1971-08-01,"Welsh Language Society",some,1
1971-08-01,consortium,some,1
1971-08-01,"local authorities",some,1
1971-08-01,building,some,1
1971-08-01,bilingualism,some,4
1971-08-01,language,some,4
1971-08-01,protest,some,2
1971-08-01,Irish,some,1
1971-08-01,Hebrew,some,1
1971-08-01,literature,some,1
1971-08-01,"University of Wales",some,1
1971-08-01,freedom,some,1
1971-08-01,peace,some,1
1971-08-01,revolution,some,1
1971-08-01,Brittany,some,1
1971-08-01,learning,some,1
1971-08-01,"Living in Wales (series)",some,1
1971-08-01,"Wordsworth, William",some,1
1971-10-01,socialism,some,1
1971-10-01,nationalism,some,3
1971-10-01,"United Nations",some,1
1971-10-01,peacekeeping,some,1
1971-10-01,culture,some,2
1971-10-01,"commune movement",some,1
1971-10-01,"Jones, Jack",some,1
1971-10-01,"steel industry",some,1
1971-10-01,"Verdi, Guiseppe",some,1
1971-10-01,music,some,1
1971-10-01,"Eye on Wales (series)",some,16
1971-10-01,"Welsh Office",some,1
1971-10-01,"social accounting",some,1
1971-10-01,rugby,some,1
1971-10-01,poem,some,32
1971-10-01,broadcasting,some,10
1971-10-01,"future of broadcasting, the (symposium)",some,7
1971-10-01,regionalism,some,1
1971-10-01,translation,some,2
1971-10-01,"Welsh language",some,4
1971-10-01,"Wagner, Richard",some,1
1971-10-01,"small press publications",some,1
1971-10-01,"Roberts, Kate",some,1
1971-10-01,eisteddfodau,some,1
1971-10-01,"Griffiths, Ivander",some,1
1971-10-01,"radio, commercial",some,1
1971-10-01,press,some,1
1971-10-01,"Welsh London",some,1
1971-10-01,economy,some,1
1971-10-01,coal,some,2
1971-10-01,industry,some,3
1971-10-01,collieries,some,1
1971-10-01,"Adams, Norman",some,1
1971-10-01,"Forestry Commission",some,2
1971-10-01,forestry,some,2
1971-10-01,crime-writing,some,1
1971-10-01,"detective stories",some,1
1971-10-01,thrillers,some,1
1971-10-01,"Regional Employment Premium",some,1
1971-10-01,"Cymdeithas yr Iaith",some,1
1971-10-01,"road signs",some,1
1971-10-01,"Welsh Language Society",some,1
1971-10-01,consortium,some,1
1971-10-01,"local authorities",some,1
1971-10-01,building,some,1
1971-10-01,bilingualism,some,4
1971-10-01,language,some,5
1971-10-01,protest,some,2
1971-10-01,Irish,some,1
1971-10-01,Hebrew,some,1
1971-10-01,literature,some,1
1971-10-01,"University of Wales",some,1
1971-10-01,freedom,some,1
1971-10-01,peace,some,1
1971-10-01,revolution,some,1
1971-10-01,Brittany,some,1
1971-10-01,learning,some,1
1971-10-01,"Living in Wales (series)",some,2
1971-10-01,"Wordsworth, William",some,1
1971-10-01,design,some,1
1971-10-01,borders,some,1
1971-10-01,"Anand, Mulk Raj",some,1
1971-10-01,"College of Europe",some,1
1971-10-01,"Thomas, Dylan",some,1
1971-10-01,education,some,1
1971-10-01,radio,some,1
1971-10-01,"Radio Free Scotland",some,1
1971-10-01,schools,some,1
1971-10-01,"House of Commons",some,1
1971-10-01,"Welsh affairs",some,2
1971-10-01,parliament,some,1
1971-12-01,socialism,some,1
1971-12-01,nationalism,some,3
1971-12-01,"United Nations",some,1
1971-12-01,peacekeeping,some,1
1971-12-01,culture,some,2
1971-12-01,"commune movement",some,1
1971-12-01,"Jones, Jack",some,1
1971-12-01,"steel industry",some,1
1971-12-01,"Verdi, Guiseppe",some,1
1971-12-01,music,some,1
1971-12-01,"Eye on Wales (series)",some,16
1971-12-01,"Welsh Office",some,1
1971-12-01,"social accounting",some,1
1971-12-01,rugby,some,1
1971-12-01,poem,some,33
1971-12-01,broadcasting,some,10
1971-12-01,"future of broadcasting, the (symposium)",some,7
1971-12-01,regionalism,some,1
1971-12-01,translation,some,2
1971-12-01,"Welsh language",some,5
1971-12-01,"Wagner, Richard",some,1
1971-12-01,"small press publications",some,1
1971-12-01,"Roberts, Kate",some,1
1971-12-01,eisteddfodau,some,1
1971-12-01,"Griffiths, Ivander",some,1
1971-12-01,"radio, commercial",some,1
1971-12-01,press,some,1
1971-12-01,"Welsh London",some,1
1971-12-01,economy,some,1
1971-12-01,coal,some,2
1971-12-01,industry,some,3
1971-12-01,collieries,some,1
1971-12-01,"Adams, Norman",some,1
1971-12-01,"Forestry Commission",some,2
1971-12-01,forestry,some,2
1971-12-01,crime-writing,some,1
1971-12-01,"detective stories",some,1
1971-12-01,thrillers,some,1
1971-12-01,"Regional Employment Premium",some,1
1971-12-01,"Cymdeithas yr Iaith",some,1
1971-12-01,"road signs",some,1
1971-12-01,"Welsh Language Society",some,1
1971-12-01,consortium,some,1
1971-12-01,"local authorities",some,1
1971-12-01,building,some,1
1971-12-01,bilingualism,some,4
1971-12-01,language,some,5
1971-12-01,protest,some,2
1971-12-01,Irish,some,1
1971-12-01,Hebrew,some,1
1971-12-01,literature,some,1
1971-12-01,"University of Wales",some,1
1971-12-01,freedom,some,1
1971-12-01,peace,some,1
1971-12-01,revolution,some,1
1971-12-01,Brittany,some,1
1971-12-01,learning,some,1
1971-12-01,"Living in Wales (series)",some,2
1971-12-01,"Wordsworth, William",some,1
1971-12-01,design,some,1
1971-12-01,borders,some,1
1971-12-01,"Anand, Mulk Raj",some,1
1971-12-01,"College of Europe",some,1
1971-12-01,"Thomas, Dylan",some,1
1971-12-01,education,some,1
1971-12-01,radio,some,1
1971-12-01,"Radio Free Scotland",some,1
1971-12-01,schools,some,1
1971-12-01,"House of Commons",some,1
1971-12-01,"Welsh affairs",some,2
1971-12-01,parliament,some,1
1971-12-01,"Basque nationalism",some,1
1971-12-01,"Burgos trials",some,1
1971-12-01,ETA,some,1
1971-12-01,"Euzkadi Ta Azkatasuna",some,1
1971-12-01,"national characteristics",some,1
1971-12-01,Welshman,some,1
1971-12-01,characteristics,some,1
1971-12-01,.,some,1
1971-12-01,arts,some,1
1971-12-01,"Welsh Arts Council",some,2
1971-12-01,newspapers,some,6
1971-12-01,"Cardiff people's paper",some,1
1971-12-01,"press, reporting",some,1
1971-12-01,"Reporting Wales",some,1
1971-12-01,"Times, the",some,1
1971-12-01,"Western Mail",some,1
1971-12-01,"London Welshman",some,1
1971-12-01,"magazines, Wales",some,2
1971-12-01,Radical,some,1
1971-12-01,"Anglo-Welsh Review",some,1
1971-12-01,"Dock Leaves",some,1
1972-02-01,socialism,some,1
1972-02-01,nationalism,some,3
1972-02-01,"United Nations",some,1
1972-02-01,peacekeeping,some,1
1972-02-01,culture,some,2
1972-02-01,"commune movement",some,1
1972-02-01,"Jones, Jack",some,1
1972-02-01,"steel industry",some,1
1972-02-01,"Verdi, Guiseppe",some,1
1972-02-01,music,some,1
1972-02-01,"Eye on Wales (series)",some,16
1972-02-01,"Welsh Office",some,1
1972-02-01,"social accounting",some,1
1972-02-01,rugby,some,1
1972-02-01,poem,some,39
1972-02-01,broadcasting,some,10
1972-02-01,"future of broadcasting, the (symposium)",some,7
1972-02-01,regionalism,some,1
1972-02-01,translation,some,2
1972-02-01,"Welsh language",some,5
1972-02-01,"Wagner, Richard",some,1
1972-02-01,"small press publications",some,1
1972-02-01,"Roberts, Kate",some,1
1972-02-01,eisteddfodau,some,1
1972-02-01,"Griffiths, Ivander",some,1
1972-02-01,"radio, commercial",some,1
1972-02-01,press,some,1
1972-02-01,"Welsh London",some,1
1972-02-01,economy,some,1
1972-02-01,coal,some,2
1972-02-01,industry,some,3
1972-02-01,collieries,some,1
1972-02-01,"Adams, Norman",some,1
1972-02-01,"Forestry Commission",some,2
1972-02-01,forestry,some,2
1972-02-01,crime-writing,some,1
1972-02-01,"detective stories",some,1
1972-02-01,thrillers,some,1
1972-02-01,"Regional Employment Premium",some,1
1972-02-01,"Cymdeithas yr Iaith",some,1
1972-02-01,"road signs",some,1
1972-02-01,"Welsh Language Society",some,1
1972-02-01,consortium,some,1
1972-02-01,"local authorities",some,1
1972-02-01,building,some,1
1972-02-01,bilingualism,some,4
1972-02-01,language,some,5
1972-02-01,protest,some,2
1972-02-01,Irish,some,1
1972-02-01,Hebrew,some,1
1972-02-01,literature,some,1
1972-02-01,"University of Wales",some,1
1972-02-01,freedom,some,1
1972-02-01,peace,some,1
1972-02-01,revolution,some,1
1972-02-01,Brittany,some,1
1972-02-01,learning,some,1
1972-02-01,"Living in Wales (series)",some,3
1972-02-01,"Wordsworth, William",some,1
1972-02-01,design,some,1
1972-02-01,borders,some,1
1972-02-01,"Anand, Mulk Raj",some,1
1972-02-01,"College of Europe",some,1
1972-02-01,"Thomas, Dylan",some,1
1972-02-01,education,some,1
1972-02-01,radio,some,1
1972-02-01,"Radio Free Scotland",some,1
1972-02-01,schools,some,1
1972-02-01,"House of Commons",some,1
1972-02-01,"Welsh affairs",some,2
1972-02-01,parliament,some,1
1972-02-01,"Basque nationalism",some,1
1972-02-01,"Burgos trials",some,1
1972-02-01,ETA,some,1
1972-02-01,"Euzkadi Ta Azkatasuna",some,1
1972-02-01,"national characteristics",some,1
1972-02-01,Welshman,some,1
1972-02-01,characteristics,some,1
1972-02-01,.,some,1
1972-02-01,arts,some,1
1972-02-01,"Welsh Arts Council",some,2
1972-02-01,newspapers,some,6
1972-02-01,"Cardiff people's paper",some,1
1972-02-01,"press, reporting",some,1
1972-02-01,"Reporting Wales",some,1
1972-02-01,"Times, the",some,1
1972-02-01,"Western Mail",some,1
1972-02-01,"London Welshman",some,1
1972-02-01,"magazines, Wales",some,2
1972-02-01,Radical,some,1
1972-02-01,"Anglo-Welsh Review",some,1
1972-02-01,"Dock Leaves",some,1
1972-02-01,"Richards, Ceri",some,1
1972-02-01,art,some,1
1972-02-01,Gastarbeiter,some,1
1972-02-01,co-operatives,some,1
1972-02-01,Kibbutzim,some,1
1972-02-01,"World War I",some,1
1972-02-01,leadmines,some,1
1972-02-01,"public opinion",some,1
1972-02-01,"slate industry",some,1
1972-05-01,socialism,some,1
1972-05-01,nationalism,some,3
1972-05-01,"United Nations",some,1
1972-05-01,peacekeeping,some,1
1972-05-01,culture,some,2
1972-05-01,"commune movement",some,1
1972-05-01,"Jones, Jack",some,1
1972-05-01,"steel industry",some,1
1972-05-01,"Verdi, Guiseppe",some,1
1972-05-01,music,some,1
1972-05-01,"Eye on Wales (series)",some,16
1972-05-01,"Welsh Office",some,1
1972-05-01,"social accounting",some,1
1972-05-01,rugby,some,1
1972-05-01,poem,some,44
1972-05-01,broadcasting,some,10
1972-05-01,"future of broadcasting, the (symposium)",some,7
1972-05-01,regionalism,some,1
1972-05-01,translation,some,2
1972-05-01,"Welsh language",some,5
1972-05-01,"Wagner, Richard",some,1
1972-05-01,"small press publications",some,1
1972-05-01,"Roberts, Kate",some,1
1972-05-01,eisteddfodau,some,1
1972-05-01,"Griffiths, Ivander",some,1
1972-05-01,"radio, commercial",some,1
1972-05-01,press,some,1
1972-05-01,"Welsh London",some,1
1972-05-01,economy,some,1
1972-05-01,coal,some,2
1972-05-01,industry,some,3
1972-05-01,collieries,some,1
1972-05-01,"Adams, Norman",some,1
1972-05-01,"Forestry Commission",some,2
1972-05-01,forestry,some,2
1972-05-01,crime-writing,some,1
1972-05-01,"detective stories",some,1
1972-05-01,thrillers,some,1
1972-05-01,"Regional Employment Premium",some,1
1972-05-01,"Cymdeithas yr Iaith",some,1
1972-05-01,"road signs",some,1
1972-05-01,"Welsh Language Society",some,1
1972-05-01,consortium,some,1
1972-05-01,"local authorities",some,1
1972-05-01,building,some,1
1972-05-01,bilingualism,some,4
1972-05-01,language,some,5
1972-05-01,protest,some,2
1972-05-01,Irish,some,1
1972-05-01,Hebrew,some,1
1972-05-01,literature,some,2
1972-05-01,"University of Wales",some,1
1972-05-01,freedom,some,1
1972-05-01,peace,some,1
1972-05-01,revolution,some,1
1972-05-01,Brittany,some,1
1972-05-01,learning,some,1
1972-05-01,"Living in Wales (series)",some,3
1972-05-01,"Wordsworth, William",some,1
1972-05-01,design,some,1
1972-05-01,borders,some,1
1972-05-01,"Anand, Mulk Raj",some,1
1972-05-01,"College of Europe",some,1
1972-05-01,"Thomas, Dylan",some,1
1972-05-01,education,some,1
1972-05-01,radio,some,1
1972-05-01,"Radio Free Scotland",some,1
1972-05-01,schools,some,1
1972-05-01,"House of Commons",some,1
1972-05-01,"Welsh affairs",some,2
1972-05-01,parliament,some,1
1972-05-01,"Basque nationalism",some,1
1972-05-01,"Burgos trials",some,1
1972-05-01,ETA,some,1
1972-05-01,"Euzkadi Ta Azkatasuna",some,1
1972-05-01,"national characteristics",some,1
1972-05-01,Welshman,some,1
1972-05-01,characteristics,some,1
1972-05-01,.,some,1
1972-05-01,arts,some,1
1972-05-01,"Welsh Arts Council",some,2
1972-05-01,newspapers,some,6
1972-05-01,"Cardiff people's paper",some,1
1972-05-01,"press, reporting",some,1
1972-05-01,"Reporting Wales",some,1
1972-05-01,"Times, the",some,1
1972-05-01,"Western Mail",some,1
1972-05-01,"London Welshman",some,1
1972-05-01,"magazines, Wales",some,2
1972-05-01,Radical,some,1
1972-05-01,"Anglo-Welsh Review",some,1
1972-05-01,"Dock Leaves",some,1
1972-05-01,"Richards, Ceri",some,1
1972-05-01,art,some,1
1972-05-01,Gastarbeiter,some,1
1972-05-01,co-operatives,some,1
1972-05-01,Kibbutzim,some,1
1972-05-01,"World War I",some,2
1972-05-01,leadmines,some,1
1972-05-01,"public opinion",some,1
1972-05-01,"slate industry",some,1
1972-05-01,"Welsh literature",some,1
1972-05-01,Commonwealth,some,1
1972-05-01,"Anglo-Welsh literature",some,1
1972-05-01,"Unamuno, Miguel de",some,1
1972-06-01,socialism,some,1
1972-06-01,nationalism,some,3
1972-06-01,"United Nations",some,1
1972-06-01,peacekeeping,some,1
1972-06-01,culture,some,2
1972-06-01,"commune movement",some,1
1972-06-01,"Jones, Jack",some,1
1972-06-01,"steel industry",some,1
1972-06-01,"Verdi, Guiseppe",some,1
1972-06-01,music,some,1
1972-06-01,"Eye on Wales (series)",some,16
1972-06-01,"Welsh Office",some,1
1972-06-01,"social accounting",some,1
1972-06-01,rugby,some,1
1972-06-01,poem,some,45
1972-06-01,broadcasting,some,10
1972-06-01,"future of broadcasting, the (symposium)",some,7
1972-06-01,regionalism,some,1
1972-06-01,translation,some,2
1972-06-01,"Welsh language",some,10
1972-06-01,"Wagner, Richard",some,1
1972-06-01,"small press publications",some,1
1972-06-01,"Roberts, Kate",some,1
1972-06-01,eisteddfodau,some,1
1972-06-01,"Griffiths, Ivander",some,1
1972-06-01,"radio, commercial",some,1
1972-06-01,press,some,1
1972-06-01,"Welsh London",some,1
1972-06-01,economy,some,1
1972-06-01,coal,some,2
1972-06-01,industry,some,3
1972-06-01,collieries,some,1
1972-06-01,"Adams, Norman",some,1
1972-06-01,"Forestry Commission",some,2
1972-06-01,forestry,some,2
1972-06-01,crime-writing,some,1
1972-06-01,"detective stories",some,1
1972-06-01,thrillers,some,1
1972-06-01,"Regional Employment Premium",some,1
1972-06-01,"Cymdeithas yr Iaith",some,4
1972-06-01,"road signs",some,1
1972-06-01,"Welsh Language Society",some,4
1972-06-01,consortium,some,1
1972-06-01,"local authorities",some,1
1972-06-01,building,some,1
1972-06-01,bilingualism,some,4
1972-06-01,language,some,5
1972-06-01,protest,some,2
1972-06-01,Irish,some,1
1972-06-01,Hebrew,some,1
1972-06-01,literature,some,2
1972-06-01,"University of Wales",some,1
1972-06-01,freedom,some,1
1972-06-01,peace,some,1
1972-06-01,revolution,some,1
1972-06-01,Brittany,some,1
1972-06-01,learning,some,1
1972-06-01,"Living in Wales (series)",some,3
1972-06-01,"Wordsworth, William",some,1
1972-06-01,design,some,1
1972-06-01,borders,some,1
1972-06-01,"Anand, Mulk Raj",some,1
1972-06-01,"College of Europe",some,1
1972-06-01,"Thomas, Dylan",some,1
1972-06-01,education,some,1
1972-06-01,radio,some,1
1972-06-01,"Radio Free Scotland",some,1
1972-06-01,schools,some,1
1972-06-01,"House of Commons",some,1
1972-06-01,"Welsh affairs",some,2
1972-06-01,parliament,some,1
1972-06-01,"Basque nationalism",some,1
1972-06-01,"Burgos trials",some,1
1972-06-01,ETA,some,1
1972-06-01,"Euzkadi Ta Azkatasuna",some,1
1972-06-01,"national characteristics",some,1
1972-06-01,Welshman,some,1
1972-06-01,characteristics,some,1
1972-06-01,.,some,1
1972-06-01,arts,some,1
1972-06-01,"Welsh Arts Council",some,2
1972-06-01,newspapers,some,6
1972-06-01,"Cardiff people's paper",some,1
1972-06-01,"press, reporting",some,1
1972-06-01,"Reporting Wales",some,1
1972-06-01,"Times, the",some,1
1972-06-01,"Western Mail",some,1
1972-06-01,"London Welshman",some,1
1972-06-01,"magazines, Wales",some,2
1972-06-01,Radical,some,1
1972-06-01,"Anglo-Welsh Review",some,1
1972-06-01,"Dock Leaves",some,1
1972-06-01,"Richards, Ceri",some,1
1972-06-01,art,some,1
1972-06-01,Gastarbeiter,some,1
1972-06-01,co-operatives,some,1
1972-06-01,Kibbutzim,some,1
1972-06-01,"World War I",some,2
1972-06-01,leadmines,some,1
1972-06-01,"public opinion",some,1
1972-06-01,"slate industry",some,1
1972-06-01,"Welsh literature",some,1
1972-06-01,Commonwealth,some,1
1972-06-01,"Anglo-Welsh literature",some,1
1972-06-01,"Unamuno, Miguel de",some,1
1972-06-01,"legal system",some,2
1972-06-01,police,some,6
1972-06-01,law,some,6
1972-06-01,"civil liberties",some,1
1972-06-01,"penal system",some,1
1972-06-01,"remand system",some,1
1972-06-01,"Powys, John Cowper",some,1
1972-08-01,socialism,some,1
1972-08-01,nationalism,some,3
1972-08-01,"United Nations",some,1
1972-08-01,peacekeeping,some,1
1972-08-01,culture,some,2
1972-08-01,"commune movement",some,1
1972-08-01,"Jones, Jack",some,1
1972-08-01,"steel industry",some,1
1972-08-01,"Verdi, Guiseppe",some,1
1972-08-01,music,some,1
1972-08-01,"Eye on Wales (series)",some,18
1972-08-01,"Welsh Office",some,1
1972-08-01,"social accounting",some,1
1972-08-01,rugby,some,1
1972-08-01,poem,some,50
1972-08-01,broadcasting,some,10
1972-08-01,"future of broadcasting, the (symposium)",some,7
1972-08-01,regionalism,some,1
1972-08-01,translation,some,2
1972-08-01,"Welsh language",some,10
1972-08-01,"Wagner, Richard",some,1
1972-08-01,"small press publications",some,1
1972-08-01,"Roberts, Kate",some,1
1972-08-01,eisteddfodau,some,1
1972-08-01,"Griffiths, Ivander",some,1
1972-08-01,"radio, commercial",some,1
1972-08-01,press,some,1
1972-08-01,"Welsh London",some,1
1972-08-01,economy,some,1
1972-08-01,coal,some,2
1972-08-01,industry,some,3
1972-08-01,collieries,some,1
1972-08-01,"Adams, Norman",some,1
1972-08-01,"Forestry Commission",some,2
1972-08-01,forestry,some,2
1972-08-01,crime-writing,some,1
1972-08-01,"detective stories",some,1
1972-08-01,thrillers,some,1
1972-08-01,"Regional Employment Premium",some,1
1972-08-01,"Cymdeithas yr Iaith",some,4
1972-08-01,"road signs",some,1
1972-08-01,"Welsh Language Society",some,4
1972-08-01,consortium,some,1
1972-08-01,"local authorities",some,1
1972-08-01,building,some,1
1972-08-01,bilingualism,some,4
1972-08-01,language,some,5
1972-08-01,protest,some,2
1972-08-01,Irish,some,1
1972-08-01,Hebrew,some,1
1972-08-01,literature,some,2
1972-08-01,"University of Wales",some,1
1972-08-01,freedom,some,1
1972-08-01,peace,some,1
1972-08-01,revolution,some,1
1972-08-01,Brittany,some,1
1972-08-01,learning,some,1
1972-08-01,"Living in Wales (series)",some,3
1972-08-01,"Wordsworth, William",some,1
1972-08-01,design,some,1
1972-08-01,borders,some,1
1972-08-01,"Anand, Mulk Raj",some,1
1972-08-01,"College of Europe",some,1
1972-08-01,"Thomas, Dylan",some,1
1972-08-01,education,some,1
1972-08-01,radio,some,1
1972-08-01,"Radio Free Scotland",some,1
1972-08-01,schools,some,1
1972-08-01,"House of Commons",some,1
1972-08-01,"Welsh affairs",some,2
1972-08-01,parliament,some,1
1972-08-01,"Basque nationalism",some,1
1972-08-01,"Burgos trials",some,1
1972-08-01,ETA,some,1
1972-08-01,"Euzkadi Ta Azkatasuna",some,1
1972-08-01,"national characteristics",some,1
1972-08-01,Welshman,some,1
1972-08-01,characteristics,some,1
1972-08-01,.,some,1
1972-08-01,arts,some,2
1972-08-01,"Welsh Arts Council",some,2
1972-08-01,newspapers,some,6
1972-08-01,"Cardiff people's paper",some,1
1972-08-01,"press, reporting",some,1
1972-08-01,"Reporting Wales",some,1
1972-08-01,"Times, the",some,1
1972-08-01,"Western Mail",some,1
1972-08-01,"London Welshman",some,1
1972-08-01,"magazines, Wales",some,2
1972-08-01,Radical,some,1
1972-08-01,"Anglo-Welsh Review",some,1
1972-08-01,"Dock Leaves",some,1
1972-08-01,"Richards, Ceri",some,1
1972-08-01,art,some,1
1972-08-01,Gastarbeiter,some,1
1972-08-01,co-operatives,some,1
1972-08-01,Kibbutzim,some,1
1972-08-01,"World War I",some,2
1972-08-01,leadmines,some,1
1972-08-01,"public opinion",some,1
1972-08-01,"slate industry",some,1
1972-08-01,"Welsh literature",some,1
1972-08-01,Commonwealth,some,1
1972-08-01,"Anglo-Welsh literature",some,1
1972-08-01,"Unamuno, Miguel de",some,1
1972-08-01,"legal system",some,2
1972-08-01,police,some,6
1972-08-01,law,some,6
1972-08-01,"civil liberties",some,1
1972-08-01,"penal system",some,1
1972-08-01,"remand system",some,1
1972-08-01,"Powys, John Cowper",some,1
1972-08-01,devolution,some,1
1972-08-01,pseudonymous,some,1
1972-08-01,"Scottish Gaeldom (series)",some,1
1972-08-01,"Gaelic language",some,1
1972-08-01,crofting,some,1
